13:51:59-[DEBUG]: frameNo: 269, TS_ALG_MultibodyTrack_Processs: 6 ms            
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:55-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:55-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:55-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:55-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 88 ms                          
08:13:55-[DEBUG]: frameNo : 90                                                  
08:13:56-[DEBUG]: TS_ALG_ObjDet_Process: 36 ms                                  
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:56-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 87 ms                          
08:13:56-[DEBUG]: frameNo : 91                                                  
08:13:56-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:56-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 85 ms                          
08:13:56-[DEBUG]: frameNo : 92                                                  
08:13:56-[DEBUG]: TS_ALG_ObjDet_Process: 36 ms                                  
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:56-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 90 ms                          
08:13:56-[DEBUG]: frameNo : 93                                                  
08:13:56-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:56-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 89 ms                          
08:13:56-[DEBUG]: frameNo : 94                                                  
08:13:56-[DEBUG]: TS_ALG_ObjDet_Process: 36 ms                                  
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 3 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:56-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 85 ms                          
08:13:56-[DEBUG]: frameNo : 95                                                  
08:13:56-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:56-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 88 ms                          
08:13:56-[DEBUG]: frameNo : 96                                                  
08:13:56-[DEBUG]: TS_ALG_ObjDet_Process: 36 ms                                  
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:56-[DEBUG]: TS_ALG_BodyFeat_Process: 6 ms                                 
08:13:56-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:57-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 88 ms                          
08:13:57-[DEBUG]: frameNo : 97                                                  
08:13:57-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 4 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:57-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 90 ms                          
08:13:57-[DEBUG]: frameNo : 98                                                  
08:13:57-[DEBUG]: TS_ALG_ObjDet_Process: 37 ms                                  
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 1 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: multi obj track timecost : 3 ms                               
08:13:57-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 86 ms                          
08:13:57-[DEBUG]: frameNo : 99                                                  
08:13:57-[DEBUG]: TS_ALG_ObjDet_Process: 36 ms                                  
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: TS_MPI_TRP_CVE_Resize: 2 ms                                   
08:13:57-[DEBUG]: TS_ALG_BodyFeat_Process: 5 ms                                 
08:13:57-[DEBUG]: multi obj track timecost : 2 ms                               
08:13:57-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 79 ms               



// 20230613 dt57

08:06:44-[DEBUG]: frameNo : 92                                                  
08:06:44-[DEBUG]: TS_ALG_ObjDet_Process: 40 ms                                  
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:44-[DEBUG]: multi obj track timecost : 3 ms                               
08:06:44-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 174 ms                         
08:06:44-[DEBUG]: frameNo : 93                                                  
08:06:44-[DEBUG]: TS_ALG_ObjDet_Process: 40 ms                                  
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:44-[DEBUG]: multi obj track timecost : 3 ms                               
08:06:44-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 173 ms                         
08:06:44-[DEBUG]: frameNo : 94                                                  
08:06:44-[DEBUG]: TS_ALG_ObjDet_Process: 40 ms                                  
08:06:44-[DEBUG]: TS_ALG_Resize: 10 ms                                          
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:44-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:44-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:44-[DEBUG]: multi obj track timecost : 3 ms                               
08:06:44-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 174 ms                         
08:06:44-[DEBUG]: frameNo : 95                                                  
08:06:45-[DEBUG]: TS_ALG_ObjDet_Process: 40 ms                                  
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: multi obj track timecost : 3 ms                               
08:06:45-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 173 ms                         
08:06:45-[DEBUG]: frameNo : 96                                                  
08:06:45-[DEBUG]: TS_ALG_ObjDet_Process: 42 ms                                  
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 8 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:45-[DEBUG]: multi obj track timecost : 3 ms                               
08:06:45-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 176 ms                         
08:06:45-[DEBUG]: frameNo : 97                                                  
08:06:45-[DEBUG]: TS_ALG_ObjDet_Process: 40 ms                                  
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:45-[DEBUG]: multi obj track timecost : 3 ms                               
08:06:45-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 173 ms                         
08:06:45-[DEBUG]: frameNo : 98                                                  
08:06:45-[DEBUG]: TS_ALG_ObjDet_Process: 41 ms                                  
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:45-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:45-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:46-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:46-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:46-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:46-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:46-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:46-[DEBUG]: multi obj track timecost : 3 ms                               
08:06:46-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 174 ms                         
08:06:46-[DEBUG]: frameNo : 99                                                  
08:06:46-[DEBUG]: TS_ALG_ObjDet_Process: 40 ms                                  
08:06:46-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:46-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:46-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:46-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:46-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:46-[DEBUG]: TS_ALG_BodyFeat_Process: 17 ms                                
08:06:46-[DEBUG]: TS_ALG_Resize: 9 ms                                           
08:06:46-[DEBUG]: TS_ALG_BodyFeat_Process: 16 ms                                
08:06:46-[DEBUG]: multi obj track timecost : 3 ms                               
08:06:46-[DEBUG]: TS_ALG_MultiBodyTrack_Process: 148 ms                         
08:06:46-[DEBUG]: TS_ALG_MultibodyTrack_Processs: avg timecost 169.500000 ms   


100 frames
max_age = 70: multi obj track all timecost : 178.025000 ms 
max_age = 100: multi obj track all timecost : 184.865000 ms  
max_age = 200: multi obj track all timecost : 196.716000 ms  
